free_spaces_number;updated_at;parking_id;fecha;hora
45;2021-11-08 14:15:47.780000;Mercado de la Cebada;2021-11-08;14:15:47
311;2021-11-08 14:16:04.603000;Avenida de Portugal;2021-11-08;14:16:04
222;2021-11-08 14:16:47.597000;Almagro;2021-11-08;14:16:47
72;2021-11-08 14:16:38.087000;Jacinto Benavente;2021-11-08;14:16:38
46;2021-11-08 14:15:53.843000;Orense;2021-11-08;14:15:53
152;2021-11-08 14:16:01.400000;Montalbán;2021-11-08;14:16:01
363;2021-11-08 14:15:57.457000;Plaza de España;2021-11-08;14:15:57
183;2021-11-08 14:15:50.503000;Plaza Mayor;2021-11-08;14:15:50
17;2021-11-08 14:16:44.337000;Villa de París;2021-11-08;14:16:44
0;2021-11-08 14:16:41.337000;Pedro Zerolo;2021-11-08;14:16:41
48;2021-11-08 14:16:47.627000;Mercado de la Cebada;2021-11-08;14:16:47
491;2021-11-08 14:17:13.627000;Nuestra Señora del Recuerdo;2021-11-08;14:17:13
311;2021-11-08 14:17:28.650000;Avenida de Portugal;2021-11-08;14:17:28
46;2021-11-08 14:17:21.480000;Orense;2021-11-08;14:17:21
307;2021-11-08 14:17:10.287000;Marqués de Salamanca;2021-11-08;14:17:10
84;2021-11-08 14:16:53.660000;Fuencarral;2021-11-08;14:16:53
152;2021-11-08 14:17:25.970000;Montalbán;2021-11-08;14:17:25
197;2021-11-08 14:16:50.923000;Olavide;2021-11-08;14:16:50
364;2021-11-08 14:17:23.640000;Plaza de España;2021-11-08;14:17:23
186;2021-11-08 14:17:19.353000;Plaza Mayor;2021-11-08;14:17:19
49;2021-11-08 14:17:27.713000;Mercado de la Cebada;2021-11-08;14:17:27
490;2021-11-08 14:18:35.493000;Nuestra Señora del Recuerdo;2021-11-08;14:18:35
223;2021-11-08 14:18:11.740000;Almagro;2021-11-08;14:18:11
71;2021-11-08 14:18:01.873000;Jacinto Benavente;2021-11-08;14:18:01
46;2021-11-08 14:18:45.073000;Orense;2021-11-08;14:18:45
307;2021-11-08 14:18:32.523000;Marqués de Salamanca;2021-11-08;14:18:32
81;2021-11-08 14:18:18.350000;Fuencarral;2021-11-08;14:18:18
35;2021-11-08 14:18:29.443000;Montalbán;2021-11-08;14:18:29
196;2021-11-08 14:18:15.097000;Olavide;2021-11-08;14:18:15
363;2021-11-08 14:18:48.327000;Plaza de España;2021-11-08;14:18:48
185;2021-11-08 14:18:41.623000;Plaza Mayor;2021-11-08;14:18:41
20;2021-11-08 14:18:08.523000;Villa de París;2021-11-08;14:18:08
0;2021-11-08 14:18:05.377000;Pedro Zerolo;2021-11-08;14:18:05
47;2021-11-08 14:18:47.810000;Mercado de la Cebada;2021-11-08;14:18:47
313;2021-11-08 14:18:54.873000;Avenida de Portugal;2021-11-08;14:18:54
224;2021-11-08 14:19:38.040000;Almagro;2021-11-08;14:19:38
72;2021-11-08 14:19:28.480000;Jacinto Benavente;2021-11-08;14:19:28
81;2021-11-08 14:19:45.357000;Fuencarral;2021-11-08;14:19:45
152;2021-11-08 14:18:51.780000;Montalbán;2021-11-08;14:18:51
197;2021-11-08 14:19:41.663000;Olavide;2021-11-08;14:19:41
22;2021-11-08 14:19:34.587000;Villa de París;2021-11-08;14:19:34
1;2021-11-08 14:19:31.340000;Pedro Zerolo;2021-11-08;14:19:31
48;2021-11-08 14:19:42.930000;Mercado de la Cebada;2021-11-08;14:19:42
138;2021-11-08 14:20:28.570000;Colón;2021-11-08;14:20:28
491;2021-11-08 14:20:06.417000;Nuestra Señora del Recuerdo;2021-11-08;14:20:06
313;2021-11-08 14:20:26.507000;Avenida de Portugal;2021-11-08;14:20:26
256;2021-11-08 14:20:31.243000;Luna-Tudescos;2021-11-08;14:20:31
34;2021-11-08 14:20:32.793000;Arquitecto Ribera (Barceló);2021-11-08;14:20:32
260;2021-11-08 14:20:36.060000;Descalzas;2021-11-08;14:20:36
46;2021-11-08 14:20:16.493000;Orense;2021-11-08;14:20:16
306;2021-11-08 14:20:03.383000;Marqués de Salamanca;2021-11-08;14:20:03
125;2021-11-08 14:20:37.967000;Plaza de Oriente;2021-11-08;14:20:37
51;2021-11-08 14:20:38.890000;Sánchez Bustillo;2021-11-08;14:20:38
152;2021-11-08 14:20:23.243000;Montalbán;2021-11-08;14:20:23
364;2021-11-08 14:20:20.010000;Plaza de España;2021-11-08;14:20:20
51;2021-11-08 14:20:41.233000;Plaza del Rey;2021-11-08;14:20:41
182;2021-11-08 14:20:13.537000;Plaza Mayor;2021-11-08;14:20:13
5;2021-11-08 14:20:43.767000;BARCO 1;2021-11-08;14:20:43
8;2021-11-08 14:20:44.283000;GRAVINA 21;2021-11-08;14:20:44
66;2021-11-08 14:20:45.343000;MERCADO SAN ANTON;2021-11-08;14:20:45
28;2021-11-08 14:20:45.877000;GARAJE PIAMONTE;2021-11-08;14:20:45
26;2021-11-08 14:20:46.390000;PARKING VOT;2021-11-08;14:20:46
48;2021-11-08 14:20:48.113000;Mercado de la Cebada;2021-11-08;14:20:48
491;2021-11-08 14:21:37.087000;Nuestra Señora del Recuerdo;2021-11-08;14:21:37
224;2021-11-08 14:21:10.037000;Almagro;2021-11-08;14:21:10
73;2021-11-08 14:21:00.270000;Jacinto Benavente;2021-11-08;14:21:00
46;2021-11-08 14:21:47.027000;Orense;2021-11-08;14:21:47
307;2021-11-08 14:21:33.647000;Marqués de Salamanca;2021-11-08;14:21:33
78;2021-11-08 14:21:16.837000;Fuencarral;2021-11-08;14:21:16
152;2021-11-08 14:21:53.487000;Montalbán;2021-11-08;14:21:53
196;2021-11-08 14:21:13.507000;Olavide;2021-11-08;14:21:13
365;2021-11-08 14:21:50.300000;Plaza de España;2021-11-08;14:21:50
185;2021-11-08 14:21:43.993000;Plaza Mayor;2021-11-08;14:21:43
23;2021-11-08 14:21:06.977000;Villa de París;2021-11-08;14:21:06
1;2021-11-08 14:21:03.677000;Pedro Zerolo;2021-11-08;14:21:03
49;2021-11-08 14:21:48.103000;Mercado de la Cebada;2021-11-08;14:21:48
313;2021-11-08 14:21:57.057000;Avenida de Portugal;2021-11-08;14:21:57
226;2021-11-08 14:22:40.453000;Almagro;2021-11-08;14:22:40
73;2021-11-08 14:22:30.677000;Jacinto Benavente;2021-11-08;14:22:30
79;2021-11-08 14:22:47.037000;Fuencarral;2021-11-08;14:22:47
195;08/11/2021 14:22;Olavide;44508,5991;03704
23;2021-11-08 14:22:36.970000;Villa de París;2021-11-08;14:22:36
0;2021-11-08 14:22:33.717000;Pedro Zerolo;2021-11-08;14:22:33
48;2021-11-08 14:22:48.170000;Mercado de la Cebada;2021-11-08;14:22:48
490;2021-11-08 14:23:06.387000;Nuestra Señora del Recuerdo;2021-11-08;14:23:06
313;2021-11-08 14:23:27.240000;Avenida de Portugal;2021-11-08;14:23:27
46;2021-11-08 14:23:16.640000;Orense;2021-11-08;14:23:16
309;2021-11-08 14:23:02.637000;Marqués de Salamanca;2021-11-08;14:23:02
152;2021-11-08 14:23:23.733000;Montalbán;2021-11-08;14:23:23
365;2021-11-08 14:23:20.147000;Plaza de España;2021-11-08;14:23:20
185;2021-11-08 14:23:13.223000;Plaza Mayor;2021-11-08;14:23:13
48;2021-11-08 14:23:48.243000;Mercado de la Cebada;2021-11-08;14:23:48
490;2021-11-08 14:24:47.287000;Nuestra Señora del Recuerdo;2021-11-08;14:24:47
227;2021-11-08 14:24:12.647000;Almagro;2021-11-08;14:24:12
78;2021-11-08 14:24:01.253000;Jacinto Benavente;2021-11-08;14:24:01
46;2021-11-08 14:24:49.043000;Orense;2021-11-08;14:24:49
309;2021-11-08 14:24:36.283000;Marqués de Salamanca;2021-11-08;14:24:36
78;2021-11-08 14:24:19.683000;Fuencarral;2021-11-08;14:24:19
152;2021-11-08 14:24:56.283000;Montalbán;2021-11-08;14:24:56
195;2021-11-08 14:24:16.413000;Olavide;2021-11-08;14:24:16
365;2021-11-08 14:24:53.130000;Plaza de España;2021-11-08;14:24:53
187;2021-11-08 14:24:45.553000;Plaza Mayor;2021-11-08;14:24:45
24;2021-11-08 14:24:09.127000;Villa de París;2021-11-08;14:24:09
1;2021-11-08 14:24:05.253000;Pedro Zerolo;2021-11-08;14:24:05
48;2021-11-08 14:24:48.447000;Mercado de la Cebada;2021-11-08;14:24:48
137;2021-11-08 14:25:29.090000;Colón;2021-11-08;14:25:29
313;2021-11-08 14:24:59.567000;Avenida de Portugal;2021-11-08;14:24:59
228;2021-11-08 14:25:44.180000;Almagro;2021-11-08;14:25:44
260;2021-11-08 14:25:32.060000;Luna-Tudescos;2021-11-08;14:25:32
79;2021-11-08 14:25:33.263000;Jacinto Benavente;2021-11-08;14:25:33
35;2021-11-08 14:25:35.283000;Arquitecto Ribera (Barceló);2021-11-08;14:25:35
262;2021-11-08 14:25:38.220000;Descalzas;2021-11-08;14:25:38
75;2021-11-08 14:25:50.703000;Fuencarral;2021-11-08;14:25:50
129;2021-11-08 14:25:40.177000;Plaza de Oriente;2021-11-08;14:25:40
52;2021-11-08 14:25:41.430000;Sánchez Bustillo;2021-11-08;14:25:41
194;2021-11-08 14:25:47.143000;Olavide;2021-11-08;14:25:47
52;2021-11-08 14:25:44.197000;Plaza del Rey;2021-11-08;14:25:44
21;2021-11-08 14:25:40.427000;Villa de París;2021-11-08;14:25:40
1;2021-11-08 14:25:36.643000;Pedro Zerolo;2021-11-08;14:25:36
6;2021-11-08 14:25:46.673000;BARCO 1;2021-11-08;14:25:46
9;2021-11-08 14:25:47.163000;GRAVINA 21;2021-11-08;14:25:47
65;2021-11-08 14:25:48.003000;MERCADO SAN ANTON;2021-11-08;14:25:48
28;2021-11-08 14:25:48.410000;GARAJE PIAMONTE;2021-11-08;14:25:48
27;2021-11-08 14:25:48.833000;PARKING VOT;2021-11-08;14:25:48
49;2021-11-08 14:25:49.853000;Mercado de la Cebada;2021-11-08;14:25:49
491;2021-11-08 14:26:11.217000;Nuestra Señora del Recuerdo;2021-11-08;14:26:11
314;2021-11-08 14:26:31.507000;Avenida de Portugal;2021-11-08;14:26:31
46;2021-11-08 14:26:21.810000;Orense;2021-11-08;14:26:21
309;2021-11-08 14:26:07.827000;Marqués de Salamanca;2021-11-08;14:26:07
152;2021-11-08 14:26:28.157000;Montalbán;2021-11-08;14:26:28
365;2021-11-08 14:26:25.077000;Plaza de España;2021-11-08;14:26:25
188;2021-11-08 14:26:18.197000;Plaza Mayor;2021-11-08;14:26:18
50;2021-11-08 14:26:48.610000;Mercado de la Cebada;2021-11-08;14:26:48
491;2021-11-08 14:27:38.820000;Nuestra Señora del Recuerdo;2021-11-08;14:27:38
314;2021-11-08 14:27:59.407000;Avenida de Portugal;2021-11-08;14:27:59
227;2021-11-08 14:27:14.833000;Almagro;2021-11-08;14:27:14
80;2021-11-08 14:27:04.787000;Jacinto Benavente;2021-11-08;14:27:04
46;2021-11-08 14:27:50.030000;Orense;2021-11-08;14:27:50
310;2021-11-08 14:27:35.803000;Marqués de Salamanca;2021-11-08;14:27:35
75;2021-11-08 14:27:21.353000;Fuencarral;2021-11-08;14:27:21
152;2021-11-08 14:27:56.400000;Montalbán;2021-11-08;14:27:56
193;2021-11-08 14:27:18.027000;Olavide;2021-11-08;14:27:18
365;2021-11-08 14:27:53.220000;Plaza de España;2021-11-08;14:27:53
188;2021-11-08 14:27:46.537000;Plaza Mayor;2021-11-08;14:27:46
21;2021-11-08 14:27:11.613000;Villa de París;2021-11-08;14:27:11
0;2021-11-08 14:27:08.193000;Pedro Zerolo;2021-11-08;14:27:08
49;2021-11-08 14:27:48.743000;Mercado de la Cebada;2021-11-08;14:27:48
228;2021-11-08 14:28:39.357000;Almagro;2021-11-08;14:28:39
81;2021-11-08 14:28:32.367000;Jacinto Benavente;2021-11-08;14:28:32
75;2021-11-08 14:28:44.103000;Fuencarral;2021-11-08;14:28:44
37;2021-11-08 14:28:58.607000;Montalbán;2021-11-08;14:28:58
193;2021-11-08 14:28:41.717000;Olavide;2021-11-08;14:28:41
20;2021-11-08 14:28:37.057000;Villa de París;2021-11-08;14:28:37
0;2021-11-08 14:28:34.647000;Pedro Zerolo;2021-11-08;14:28:34
48;2021-11-08 14:28:49.100000;Mercado de la Cebada;2021-11-08;14:28:49
492;2021-11-08 14:29:05.967000;Nuestra Señora del Recuerdo;2021-11-08;14:29:05
315;2021-11-08 14:29:26.813000;Avenida de Portugal;2021-11-08;14:29:26
83;2021-11-08 14:30:00.290000;Jacinto Benavente;2021-11-08;14:30:00
46;2021-11-08 14:29:16.667000;Orense;2021-11-08;14:29:16
312;2021-11-08 14:29:02.120000;Marqués de Salamanca;2021-11-08;14:29:02
152;2021-11-08 14:29:23.547000;Montalbán;2021-11-08;14:29:23
366;2021-11-08 14:29:19.797000;Plaza de España;2021-11-08;14:29:19
186;2021-11-08 14:29:13.307000;Plaza Mayor;2021-11-08;14:29:13
47;2021-11-08 14:29:43.847000;Mercado de la Cebada;2021-11-08;14:29:43
143;2021-11-08 14:30:28.467000;Colón;2021-11-08;14:30:28
492;2021-11-08 14:30:36.710000;Nuestra Señora del Recuerdo;2021-11-08;14:30:36
316;2021-11-08 14:30:55.897000;Avenida de Portugal;2021-11-08;14:30:55
227;2021-11-08 14:30:10.547000;Almagro;2021-11-08;14:30:10
266;2021-11-08 14:30:30.597000;Luna-Tudescos;2021-11-08;14:30:30
39;2021-11-08 14:30:31.397000;Arquitecto Ribera (Barceló);2021-11-08;14:30:31
261;2021-11-08 14:30:32.347000;Descalzas;2021-11-08;14:30:32
47;2021-11-08 14:30:46.333000;Orense;2021-11-08;14:30:46
312;2021-11-08 14:30:33.223000;Marqués de Salamanca;2021-11-08;14:30:33
75;2021-11-08 14:30:16.793000;Fuencarral;2021-11-08;14:30:16
129;2021-11-08 14:30:34.253000;Plaza de Oriente;2021-11-08;14:30:34
50;2021-11-08 14:30:35.240000;Sánchez Bustillo;2021-11-08;14:30:35
152;2021-11-08 14:30:52.553000;Montalbán;2021-11-08;14:30:52
193;2021-11-08 14:30:13.557000;Olavide;2021-11-08;14:30:13
365;2021-11-08 14:30:49.507000;Plaza de España;2021-11-08;14:30:49
53;2021-11-08 14:30:37.617000;Plaza del Rey;2021-11-08;14:30:37
187;2021-11-08 14:30:43.187000;Plaza Mayor;2021-11-08;14:30:43
18;2021-11-08 14:30:07.317000;Villa de París;2021-11-08;14:30:07
2;2021-11-08 14:30:03.837000;Pedro Zerolo;2021-11-08;14:30:03
5;2021-11-08 14:30:39.853000;BARCO 1;2021-11-08;14:30:39
8;2021-11-08 14:30:40.120000;GRAVINA 21;2021-11-08;14:30:40
65;2021-11-08 14:30:41.027000;MERCADO SAN ANTON;2021-11-08;14:30:41
28;2021-11-08 14:30:41.400000;GARAJE PIAMONTE;2021-11-08;14:30:41
25;2021-11-08 14:30:41.747000;PARKING VOT;2021-11-08;14:30:41
47;2021-11-08 14:30:43.910000;Mercado de la Cebada;2021-11-08;14:30:43
492;2021-11-08 14:32:04.360000;Nuestra Señora del Recuerdo;2021-11-08;14:32:04
228;2021-11-08 14:31:39.120000;Almagro;2021-11-08;14:31:39
84;2021-11-08 14:31:29.427000;Jacinto Benavente;2021-11-08;14:31:29
311;2021-11-08 14:32:00.450000;Marqués de Salamanca;2021-11-08;14:32:00
77;2021-11-08 14:31:44.653000;Fuencarral;2021-11-08;14:31:44
38;2021-11-08 14:31:56.753000;Montalbán;2021-11-08;14:31:56
193;2021-11-08 14:31:41.957000;Olavide;2021-11-08;14:31:41
18;2021-11-08 14:31:36.193000;Villa de París;2021-11-08;14:31:36
1;2021-11-08 14:31:32.497000;Pedro Zerolo;2021-11-08;14:31:32
47;2021-11-08 14:31:44.023000;Mercado de la Cebada;2021-11-08;14:31:44
317;2021-11-08 14:32:25.213000;Avenida de Portugal;2021-11-08;14:32:25
229;2021-11-08 14:33:09.803000;Almagro;2021-11-08;14:33:09
83;2021-11-08 14:32:58.457000;Jacinto Benavente;2021-11-08;14:32:58
47;2021-11-08 14:32:14.767000;Orense;2021-11-08;14:32:14
152;2021-11-08 14:32:21.860000;Montalbán;2021-11-08;14:32:21
364;2021-11-08 14:32:18.397000;Plaza de España;2021-11-08;14:32:18
186;2021-11-08 14:32:11.540000;Plaza Mayor;2021-11-08;14:32:11
19;2021-11-08 14:33:05.880000;Villa de París;2021-11-08;14:33:05
3;2021-11-08 14:33:01.827000;Pedro Zerolo;2021-11-08;14:33:01
47;2021-11-08 14:32:44.067000;Mercado de la Cebada;2021-11-08;14:32:44
492;2021-11-08 14:33:38.780000;Nuestra Señora del Recuerdo;2021-11-08;14:33:38
317;2021-11-08 14:34:00.110000;Avenida de Portugal;2021-11-08;14:34:00
47;2021-11-08 14:33:48.743000;Orense;2021-11-08;14:33:48
310;2021-11-08 14:33:34.827000;Marqués de Salamanca;2021-11-08;14:33:34
77;2021-11-08 14:33:17.130000;Fuencarral;2021-11-08;14:33:17
152;2021-11-08 14:33:56.977000;Montalbán;2021-11-08;14:33:56
193;2021-11-08 14:33:13.657000;Olavide;2021-11-08;14:33:13
363;2021-11-08 14:33:53.070000;Plaza de España;2021-11-08;14:33:53
187;2021-11-08 14:33:45.300000;Plaza Mayor;2021-11-08;14:33:45
46;2021-11-08 14:33:44.187000;Mercado de la Cebada;2021-11-08;14:33:44
492;2021-11-08 14:35:09.787000;Nuestra Señora del Recuerdo;2021-11-08;14:35:09
229;2021-11-08 14:34:44.610000;Almagro;2021-11-08;14:34:44
82;2021-11-08 14:34:33.830000;Jacinto Benavente;2021-11-08;14:34:33
310;2021-11-08 14:35:06.873000;Marqués de Salamanca;2021-11-08;14:35:06
78;2021-11-08 14:34:51.020000;Fuencarral;2021-11-08;14:34:51
39;2021-11-08 14:35:03.703000;Montalbán;2021-11-08;14:35:03
192;2021-11-08 14:34:47.927000;Olavide;2021-11-08;14:34:47
21;2021-11-08 14:34:40.970000;Villa de París;2021-11-08;14:34:40
3;2021-11-08 14:34:37.407000;Pedro Zerolo;2021-11-08;14:34:37
45;2021-11-08 14:35:04.300000;Mercado de la Cebada;2021-11-08;14:35:04
147;2021-11-08 14:35:28.537000;Colón;2021-11-08;14:35:28
317;2021-11-08 14:35:28.877000;Avenida de Portugal;2021-11-08;14:35:28
230;2021-11-08 14:36:11.487000;Almagro;2021-11-08;14:36:11
268;2021-11-08 14:35:30.410000;Luna-Tudescos;2021-11-08;14:35:30
82;2021-11-08 14:36:01.750000;Jacinto Benavente;2021-11-08;14:36:01
43;2021-11-08 14:35:31.257000;Arquitecto Ribera (Barceló);2021-11-08;14:35:31
260;2021-11-08 14:35:32.317000;Descalzas;2021-11-08;14:35:32
47;2021-11-08 14:35:19.053000;Orense;2021-11-08;14:35:19
130;2021-11-08 14:35:33.900000;Plaza de Oriente;2021-11-08;14:35:33
52;2021-11-08 14:35:34.947000;Sánchez Bustillo;2021-11-08;14:35:34
152;2021-11-08 14:35:25.503000;Montalbán;2021-11-08;14:35:25
363;2021-11-08 14:35:22.323000;Plaza de España;2021-11-08;14:35:22
60;2021-11-08 14:35:37.230000;Plaza del Rey;2021-11-08;14:35:37
185;2021-11-08 14:35:16.200000;Plaza Mayor;2021-11-08;14:35:16
22;2021-11-08 14:36:07.990000;Villa de París;2021-11-08;14:36:07
2;2021-11-08 14:36:04.943000;Pedro Zerolo;2021-11-08;14:36:04
5;2021-11-08 14:35:39.360000;BARCO 1;2021-11-08;14:35:39
8;2021-11-08 14:35:39.687000;GRAVINA 21;2021-11-08;14:35:39
66;2021-11-08 14:35:40.500000;MERCADO SAN ANTON;2021-11-08;14:35:40
28;2021-11-08 14:35:40.813000;GARAJE PIAMONTE;2021-11-08;14:35:40
26;2021-11-08 14:35:41.127000;PARKING VOT;2021-11-08;14:35:41
47;2021-11-08 14:35:44.377000;Mercado de la Cebada;2021-11-08;14:35:44
492;2021-11-08 14:36:40.117000;Nuestra Señora del Recuerdo;2021-11-08;14:36:40
319;2021-11-08 14:37:02.243000;Avenida de Portugal;2021-11-08;14:37:02
47;2021-11-08 14:36:51.377000;Orense;2021-11-08;14:36:51
312;2021-11-08 14:36:36.590000;Marqués de Salamanca;2021-11-08;14:36:36
76;2021-11-08 14:36:19.007000;Fuencarral;2021-11-08;14:36:19
152;2021-11-08 14:36:58.373000;Montalbán;2021-11-08;14:36:58
192;2021-11-08 14:36:15.197000;Olavide;2021-11-08;14:36:15
362;2021-11-08 14:36:55.057000;Plaza de España;2021-11-08;14:36:55
186;2021-11-08 14:36:47.843000;Plaza Mayor;2021-11-08;14:36:47
47;2021-11-08 14:36:44.463000;Mercado de la Cebada;2021-11-08;14:36:44
493;2021-11-08 14:38:13.563000;Nuestra Señora del Recuerdo;2021-11-08;14:38:13
235;2021-11-08 14:37:46.420000;Almagro;2021-11-08;14:37:46
87;2021-11-08 14:37:35.943000;Jacinto Benavente;2021-11-08;14:37:35
314;2021-11-08 14:38:10.327000;Marqués de Salamanca;2021-11-08;14:38:10
74;2021-11-08 14:37:53.037000;Fuencarral;2021-11-08;14:37:53
39;2021-11-08 14:38:06.887000;Montalbán;2021-11-08;14:38:06
193;2021-11-08 14:37:49.880000;Olavide;2021-11-08;14:37:49
21;2021-11-08 14:37:42.413000;Villa de París;2021-11-08;14:37:42
2;2021-11-08 14:37:39.210000;Pedro Zerolo;2021-11-08;14:37:39
47;2021-11-08 14:37:44.567000;Mercado de la Cebada;2021-11-08;14:37:44
317;2021-11-08 14:38:36.033000;Avenida de Portugal;2021-11-08;14:38:36
89;2021-11-08 14:39:09.020000;Jacinto Benavente;2021-11-08;14:39:09
47;2021-11-08 14:38:24.837000;Orense;2021-11-08;14:38:24
152;2021-11-08 14:38:32.440000;Montalbán;2021-11-08;14:38:32
362;2021-11-08 14:38:28.290000;Plaza de España;2021-11-08;14:38:28
185;2021-11-08 14:38:21.067000;Plaza Mayor;2021-11-08;14:38:21
22;2021-11-08 14:39:14.760000;Villa de París;2021-11-08;14:39:14
5;2021-11-08 14:39:11.770000;Pedro Zerolo;2021-11-08;14:39:11
47;2021-11-08 14:38:44.683000;Mercado de la Cebada;2021-11-08;14:38:44
494;2021-11-08 14:39:43.343000;Nuestra Señora del Recuerdo;2021-11-08;14:39:43
319;2021-11-08 14:40:03.277000;Avenida de Portugal;2021-11-08;14:40:03
237;2021-11-08 14:39:17.513000;Almagro;2021-11-08;14:39:17
47;2021-11-08 14:39:53.607000;Orense;2021-11-08;14:39:53
314;2021-11-08 14:39:40.110000;Marqués de Salamanca;2021-11-08;14:39:40
71;2021-11-08 14:39:23.177000;Fuencarral;2021-11-08;14:39:23
152;2021-11-08 14:40:00.003000;Montalbán;2021-11-08;14:40:00
192;2021-11-08 14:39:20.253000;Olavide;2021-11-08;14:39:20
360;2021-11-08 14:39:56.900000;Plaza de España;2021-11-08;14:39:56
188;2021-11-08 14:39:50.413000;Plaza Mayor;2021-11-08;14:39:50
49;2021-11-08 14:39:44.737000;Mercado de la Cebada;2021-11-08;14:39:44
154;2021-11-08 14:40:28.597000;Colón;2021-11-08;14:40:28
495;2021-11-08 14:41:14.813000;Nuestra Señora del Recuerdo;2021-11-08;14:41:14
236;2021-11-08 14:40:46.907000;Almagro;2021-11-08;14:40:46
270;2021-11-08 14:40:30.880000;Luna-Tudescos;2021-11-08;14:40:30
89;2021-11-08 14:40:36.937000;Jacinto Benavente;2021-11-08;14:40:36
45;2021-11-08 14:40:32.177000;Arquitecto Ribera (Barceló);2021-11-08;14:40:32
265;2021-11-08 14:40:34.543000;Descalzas;2021-11-08;14:40:34
315;2021-11-08 14:41:11.433000;Marqués de Salamanca;2021-11-08;14:41:11
67;2021-11-08 14:40:54.103000;Fuencarral;2021-11-08;14:40:54
128;2021-11-08 14:40:36.230000;Plaza de Oriente;2021-11-08;14:40:36
52;2021-11-08 14:40:37.360000;Sánchez Bustillo;2021-11-08;14:40:37
40;2021-11-08 14:41:08.200000;Montalbán;2021-11-08;14:41:08
192;2021-11-08 14:40:50.513000;Olavide;2021-11-08;14:40:50
60;2021-11-08 14:40:39.897000;Plaza del Rey;2021-11-08;14:40:39
187;2021-11-08 14:41:21.973000;Plaza Mayor;2021-11-08;14:41:21
22;2021-11-08 14:40:43.340000;Villa de París;2021-11-08;14:40:43
5;2021-11-08 14:40:40.130000;Pedro Zerolo;2021-11-08;14:40:40
6;2021-11-08 14:40:42.400000;BARCO 1;2021-11-08;14:40:42
6;2021-11-08 14:40:42.777000;GRAVINA 21;2021-11-08;14:40:42
67;2021-11-08 14:40:44.043000;MERCADO SAN ANTON;2021-11-08;14:40:44
28;2021-11-08 14:40:44.547000;GARAJE PIAMONTE;2021-11-08;14:40:44
26;2021-11-08 14:40:45.050000;PARKING VOT;2021-11-08;14:40:45
48;2021-11-08 14:40:46.683000;Mercado de la Cebada;2021-11-08;14:40:46
319;2021-11-08 14:41:35.910000;Avenida de Portugal;2021-11-08;14:41:35
237;2021-11-08 14:42:18.980000;Almagro;2021-11-08;14:42:18
91;2021-11-08 14:42:09.450000;Jacinto Benavente;2021-11-08;14:42:09
47;2021-11-08 14:41:25.300000;Orense;2021-11-08;14:41:25
152;2021-11-08 14:41:32.270000;Montalbán;2021-11-08;14:41:32
193;2021-11-08 14:42:22.657000;Olavide;2021-11-08;14:42:22
361;2021-11-08 14:41:29.130000;Plaza de España;2021-11-08;14:41:29
22;2021-11-08 14:42:15.807000;Villa de París;2021-11-08;14:42:15
4;2021-11-08 14:42:12.507000;Pedro Zerolo;2021-11-08;14:42:12
46;2021-11-08 14:41:44.927000;Mercado de la Cebada;2021-11-08;14:41:44
500;2021-11-08 14:42:45.570000;Nuestra Señora del Recuerdo;2021-11-08;14:42:45
318;2021-11-08 14:43:06.083000;Avenida de Portugal;2021-11-08;14:43:06
47;2021-11-08 14:42:55.730000;Orense;2021-11-08;14:42:55
314;2021-11-08 14:42:42.273000;Marqués de Salamanca;2021-11-08;14:42:42
69;2021-11-08 14:42:25.847000;Fuencarral;2021-11-08;14:42:25
152;2021-11-08 14:43:02.427000;Montalbán;2021-11-08;14:43:02
361;2021-11-08 14:42:59.103000;Plaza de España;2021-11-08;14:42:59
187;2021-11-08 14:42:51.973000;Plaza Mayor;2021-11-08;14:42:51
46;2021-11-08 14:42:45.017000;Mercado de la Cebada;2021-11-08;14:42:45
502;2021-11-08 14:44:12.770000;Nuestra Señora del Recuerdo;2021-11-08;14:44:12
238;2021-11-08 14:43:49.063000;Almagro;2021-11-08;14:43:49
92;2021-11-08 14:43:39.680000;Jacinto Benavente;2021-11-08;14:43:39
47;2021-11-08 14:44:21.660000;Orense;2021-11-08;14:44:21
313;2021-11-08 14:44:10.103000;Marqués de Salamanca;2021-11-08;14:44:10
69;2021-11-08 14:43:55.487000;Fuencarral;2021-11-08;14:43:55
40;2021-11-08 14:44:07.397000;Montalbán;2021-11-08;14:44:07
194;2021-11-08 14:43:52.340000;Olavide;2021-11-08;14:43:52
360;2021-11-08 14:44:25.093000;Plaza de España;2021-11-08;14:44:25
185;2021-11-08 14:44:18.637000;Plaza Mayor;2021-11-08;14:44:18
22;2021-11-08 14:43:46.070000;Villa de París;2021-11-08;14:43:46
4;2021-11-08 14:43:42.897000;Pedro Zerolo;2021-11-08;14:43:42
45;2021-11-08 14:43:45.130000;Mercado de la Cebada;2021-11-08;14:43:45
319;2021-11-08 14:44:31.220000;Avenida de Portugal;2021-11-08;14:44:31
239;2021-11-08 14:45:14.330000;Almagro;2021-11-08;14:45:14
95;2021-11-08 14:45:04.893000;Jacinto Benavente;2021-11-08;14:45:04
71;2021-11-08 14:45:21.197000;Fuencarral;2021-11-08;14:45:21
152;2021-11-08 14:44:28.203000;Montalbán;2021-11-08;14:44:28
195;2021-11-08 14:45:17.467000;Olavide;2021-11-08;14:45:17
19;2021-11-08 14:45:11.150000;Villa de París;2021-11-08;14:45:11
